City,Year,STA,TIP,ECO,FDI,SDC
徐州市,2012-12-31,3.0,1271.0,5422.0,23452.0,-2.0
徐州市,2013-12-31,1.0,2304.0,5734.0,-19974.0,0.09999999999999964
徐州市,2014-12-31,5.0,-1105.0,4783.0,15739.0,4.200000000000001
徐州市,2015-12-31,0.0,-397.0,3158.0,-22998.0,-3.1000000000000014
徐州市,2016-12-31,3.0,1607.0,4862.0,7786.0,2.4000000000000004
徐州市,2017-12-31,11.0,262.0,5143.0,15417.0,23.1
徐州市,2018-12-31,-7.0,647.0,3581.0,23857.0,-12.400000000000002
徐州市,2019-12-31,-7.0,1560.0,3468.0,19149.0,-3.5
徐州市,2020-12-31,13.0,14709.0,2334.0,11062.0,0.8000000000000007
徐州市,2021-12-31,22.0,14438.0,8131.0,22191.0,10.399999999999999
徐州市,2022-12-31,-7.0,-14251.0,4808.0,-119811.0,-10.600000000000001
常州市,2006-12-31,-23.0,-26197.0,-54888.0,2706.0,-10.799999999999999
常州市,2007-12-31,10.0,588.0,6658.0,58336.0,-1.2999999999999998
常州市,2008-12-31,80.0,434.0,7553.0,20521.0,104.7
常州市,2009-12-31,-30.0,2179.0,5265.0,54197.0,-22.700000000000003
常州市,2010-12-31,-19.0,3784.0,10550.0,8801.0,-16.299999999999997
常州市,2011-12-31,-21.0,2498.0,9253.0,38238.0,-33.9
常州市,2012-12-31,-14.0,1619.0,5192.0,30835.0,-21.1
常州市,2013-12-31,11.0,5939.0,7267.0,16927.0,10.3
常州市,2014-12-31,5.0,-1188.0,7478.0,-112081.0,14.2
常州市,2015-12-31,25.0,4462.0,4813.0,-68854.0,23.599999999999994
常州市,2016-12-31,-43.0,-3705.0,8341.0,77955.0,-34.3
常州市,2017-12-31,72.0,-1601.0,13087.0,-28412.0,46.2
常州市,2018-12-31,-43.0,7031.0,7652.0,20581.0,-28.799999999999997
常州市,2019-12-31,22.0,1502.0,9272.0,20623.0,8.5
常州市,2020-12-31,7.0,16513.0,7313.0,25026.0,0.29999999999999716
常州市,2021-12-31,22.0,14333.0,22024.0,19309.0,1.8999999999999986
常州市,2022-12-31,1.0,-2527.0,8224.0,-24048.0,-12.600000000000001
苏州市,2006-12-31,-88.0,-49132.0,-114957.0,327362.0,-16.199999999999996
苏州市,2007-12-31,25.0,3540.0,6586.0,106010.0,-13.700000000000003
苏州市,2008-12-31,32.0,8959.0,9915.0,-358795.0,117.4
苏州市,2009-12-31,12.0,20855.0,5069.0,17665.0,-2.4000000000000057
苏州市,2010-12-31,-37.0,2319.0,9536.0,-13705.0,-36.10000000000001
苏州市,2011-12-31,-12.0,30749.0,6472.0,183120.0,1.0
苏州市,2012-12-31,21.0,14424.0,6642.0,-52871.0,-10.299999999999997
苏州市,2013-12-31,5.0,6101.0,4590.0,28368.0,16.900000000000006
苏州市,2014-12-31,-7.0,-39025.0,3718.0,-104880.0,-22.200000000000003
苏州市,2015-12-31,28.0,10164.0,2109.0,184650.0,19.599999999999994
苏州市,2016-12-31,-12.0,-7877.0,6386.0,277.0,7.700000000000003
苏州市,2017-12-31,52.0,-1198.0,10792.0,-149908.0,3.5
苏州市,2018-12-31,27.0,22763.0,9317.0,2106.0,68.1
苏州市,2019-12-31,19.0,5330.0,7388.0,9047.0,-6.199999999999989
苏州市,2020-12-31,-16.0,-7019.0,6701.0,92485.0,10.199999999999989
苏州市,2021-12-31,-38.0,-4176.0,22475.0,145188.0,-71.6
苏州市,2022-12-31,0.0,277.0,3815.0,42580.0,0.0
南通市,2006-12-31,-111.0,-68905.0,-160131.0,-484301.0,-107.0
南通市,2007-12-31,-2.0,1783.0,5548.0,54248.0,-1.7000000000000002
南通市,2008-12-31,14.0,857.0,6323.0,-18035.0,17.2
南通市,2009-12-31,7.0,6269.0,4096.0,-93229.0,-0.8000000000000007
南通市,2010-12-31,-15.0,9436.0,8034.0,5575.0,-4.899999999999999
南通市,2011-12-31,0.0,8588.0,7714.0,10588.0,1.3000000000000007
南通市,2012-12-31,4.0,5888.0,5742.0,3898.0,-0.5
南通市,2013-12-31,9.0,-10101.0,7217.0,8201.0,4.099999999999998
南通市,2014-12-31,-5.0,-12671.0,6170.0,1736.0,-2.1999999999999993
南通市,2015-12-31,0.0,13326.0,9365.0,1080.0,7.0
南通市,2016-12-31,-5.0,712.0,8242.0,7165.0,-13.6
南通市,2017-12-31,22.0,-6568.0,11375.0,3542.0,26.0
南通市,2018-12-31,3.0,5549.0,9264.0,15874.0,-2.0
南通市,2019-12-31,-5.0,-4646.0,7735.0,8388.0,-11.0
南通市,2020-12-31,-7.0,10813.0,8138.0,4720.0,5.900000000000002
南通市,2021-12-31,6.0,10241.0,11940.0,40845.0,8.3
南通市,2022-12-31,10.0,-2390.0,4537.0,-16915.0,-0.10000000000000142
连云港市,2006-12-31,-40.0,-38179.0,-132947.0,-260620.0,-39.0
连云港市,2007-12-31,3.0,9.0,2509.0,39229.0,0.2
连云港市,2008-12-31,2.0,48.0,2912.0,19741.0,6.2
连云港市,2009-12-31,0.0,533.0,2692.0,10464.0,-2.0
连云港市,2010-12-31,-3.0,365.0,5869.0,6124.0,-3.2
连云港市,2011-12-31,-1.0,380.0,5133.0,-49130.0,7.6000000000000005
连云港市,2012-12-31,0.0,1865.0,4313.0,12368.0,-7.800000000000001
连云港市,2013-12-31,2.0,737.0,4506.0,13636.0,1.0
连云港市,2014-12-31,-1.0,1881.0,3288.0,8448.0,1.2999999999999998
连云港市,2015-12-31,-1.0,-555.0,6800.0,-15330.0,-1.9999999999999998
连云港市,2016-12-31,0.0,-1024.0,4822.0,-25064.0,3.6000000000000005
连云港市,2017-12-31,3.0,1758.0,5132.0,15858.0,5.6
连云港市,2018-12-31,12.0,-513.0,2753.0,-10557.0,-1.4000000000000004
连云港市,2019-12-31,-9.0,-725.0,4225.0,1057.0,-4.5
连云港市,2020-12-31,0.0,2999.0,3152.0,6243.0,2.6000000000000005
连云港市,2021-12-31,8.0,1543.0,11021.0,14785.0,-0.20000000000000018
连云港市,2022-12-31,-5.0,-1294.0,4626.0,-4393.0,-2.9000000000000004
淮安市,2006-12-31,-10.0,-7973.0,-73244.0,-66468.0,-4.1
淮安市,2007-12-31,0.0,82.0,2971.0,17068.0,1.2
淮安市,2008-12-31,1.0,54.0,3921.0,16828.0,3.5
淮安市,2009-12-31,0.0,486.0,2807.0,15953.0,3.0999999999999996
淮安市,2010-12-31,0.0,250.0,5629.0,43735.0,-6.8999999999999995
淮安市,2011-12-31,-1.0,636.0,6500.0,56843.0,4.1
淮安市,2012-12-31,2.0,454.0,5076.0,50098.0,-0.7999999999999998
淮安市,2013-12-31,-1.0,2644.0,6477.0,-81875.0,-3.5
淮安市,2014-12-31,0.0,1646.0,5348.0,-10352.0,1.4000000000000001
淮安市,2015-12-31,1.0,2774.0,6123.0,1519.0,-0.40000000000000013
淮安市,2016-12-31,0.0,-1387.0,7435.0,-5251.0,0.19999999999999996
淮安市,2017-12-31,3.0,-660.0,5532.0,1689.0,5.5
淮安市,2018-12-31,-2.0,1348.0,6071.0,389.0,-4.800000000000001
淮安市,2019-12-31,4.0,-1084.0,5103.0,-13359.0,1.2999999999999998
淮安市,2020-12-31,-5.0,4091.0,4330.0,1018.0,1.1999999999999997
淮安市,2021-12-31,2.0,2877.0,11722.0,14228.0,0.40000000000000036
淮安市,2022-12-31,-1.0,-2906.0,4759.0,-18254.0,-1.7999999999999998
盐城市,2006-12-31,1.0,-11185.0,-87529.0,-69324.0,-0.6000000000000001
盐城市,2007-12-31,-2.0,395.0,2964.0,48562.0,-0.7000000000000002
盐城市,2008-12-31,1.0,376.0,3501.0,13310.0,26.3
盐城市,2009-12-31,1.0,647.0,3239.0,9982.0,-22.4
盐城市,2010-12-31,-3.0,536.0,6130.0,25979.0,1.4000000000000004
盐城市,2011-12-31,2.0,747.0,7280.0,38425.0,-4.0
盐城市,2012-12-31,-3.0,799.0,6289.0,42323.0,2.5999999999999996
盐城市,2013-12-31,1.0,1136.0,6691.0,-56120.0,1.2000000000000002
盐城市,2014-12-31,3.0,-657.0,5927.0,-50251.0,1.0999999999999996
盐城市,2015-12-31,0.0,3102.0,4719.0,-25213.0,-2.3
盐城市,2016-12-31,-2.0,627.0,5506.0,-8850.0,-3.5
盐城市,2017-12-31,3.0,1795.0,6480.0,8193.0,15.099999999999998
盐城市,2018-12-31,0.0,5827.0,5798.0,12451.0,-9.799999999999999
盐城市,2019-12-31,1.0,-150.0,3903.0,1.0,-0.8999999999999995
盐城市,2020-12-31,3.0,5839.0,3801.0,9904.0,9.900000000000002
盐城市,2021-12-31,4.0,5679.0,10184.0,24801.0,-4.200000000000001
盐城市,2022-12-31,-8.0,-2617.0,6645.0,-7756.0,-2.0999999999999996
扬州市,2006-12-31,2.0,-23451.0,-79717.0,-42164.0,-6.800000000000001
扬州市,2007-12-31,0.0,347.0,5409.0,11416.0,0.0
扬州市,2008-12-31,8.0,500.0,6570.0,84488.0,37.6
扬州市,2009-12-31,-4.0,535.0,4610.0,54560.0,-22.8
扬州市,2010-12-31,-4.0,1023.0,8491.0,30592.0,0.3000000000000007
扬州市,2011-12-31,1.0,1609.0,9324.0,-46891.0,-6.000000000000002
扬州市,2012-12-31,8.0,1710.0,6893.0,3544.0,4.500000000000002
扬州市,2013-12-31,-5.0,4744.0,8736.0,-17928.0,1.5999999999999979
扬州市,2014-12-31,2.0,-616.0,8467.0,-57104.0,-8.1
扬州市,2015-12-31,-4.0,3216.0,7680.0,-53935.0,0.09999999999999964
扬州市,2016-12-31,6.0,-973.0,9649.0,35551.0,4.0
扬州市,2017-12-31,9.0,1011.0,11712.0,421.0,7.400000000000002
扬州市,2018-12-31,6.0,8472.0,8360.0,1231.0,-0.8000000000000007
扬州市,2019-12-31,-15.0,-3912.0,6511.0,16712.0,-7.600000000000001
扬州市,2020-12-31,7.0,9849.0,4283.0,8293.0,1.5
扬州市,2021-12-31,5.0,467.0,13324.0,25958.0,6.400000000000002
扬州市,2022-12-31,14.0,-5650.0,8666.0,-19550.0,0.29999999999999716
镇江市,2006-12-31,-34.0,-22519.0,-118629.0,-80413.0,-18.4
镇江市,2007-12-31,0.0,844.0,6838.0,33310.0,0.0
镇江市,2008-12-31,20.0,711.0,7483.0,13821.0,37.6
镇江市,2009-12-31,-3.0,1641.0,5730.0,23906.0,-22.8
镇江市,2010-12-31,-16.0,1782.0,9878.0,17381.0,0.3000000000000007
镇江市,2011-12-31,3.0,1303.0,10250.0,19294.0,-6.000000000000002
镇江市,2012-12-31,-3.0,900.0,10095.0,40654.0,4.500000000000002
镇江市,2013-12-31,-3.0,1364.0,10002.0,88268.0,1.5999999999999979
镇江市,2014-12-31,-3.0,2630.0,8699.0,-180170.0,-8.1
镇江市,2015-12-31,6.0,2035.0,-7045.0,1008.0,0.09999999999999964
镇江市,2016-12-31,-3.0,308.0,10772.0,4552.0,4.0
镇江市,2017-12-31,12.0,345.0,8592.0,199.0,7.400000000000002
镇江市,2018-12-31,-7.0,569.0,3898.0,-48493.0,-0.8000000000000007
镇江市,2019-12-31,0.0,-2749.0,6849.0,-20817.0,-7.600000000000001
镇江市,2020-12-31,-6.0,7101.0,3070.0,12807.0,1.5
镇江市,2021-12-31,13.0,3032.0,17716.0,2184.0,6.400000000000002
镇江市,2022-12-31,-6.0,-2542.0,7153.0,-24196.0,0.29999999999999716
泰州市,2006-12-31,-9.0,-19551.0,-132925.0,9063.0,-18.2
泰州市,2007-12-31,-1.0,642.0,4349.0,9263.0,0.5999999999999996
泰州市,2008-12-31,2.0,192.0,4928.0,29910.0,4.6000000000000005
泰州市,2009-12-31,2.0,1259.0,4408.0,638.0,-2.2
泰州市,2010-12-31,-4.0,1398.0,8513.0,30628.0,-2.6000000000000005
泰州市,2011-12-31,0.0,1093.0,8603.0,5472.0,4.4
泰州市,2012-12-31,-1.0,1165.0,6416.0,3292.0,-4.9
泰州市,2013-12-31,9.0,2905.0,8256.0,-12759.0,12.9
泰州市,2014-12-31,-3.0,-413.0,7003.0,-38314.0,-7.6
泰州市,2015-12-31,2.0,3823.0,1739.0,12605.0,5.799999999999999
泰州市,2016-12-31,-3.0,483.0,8797.0,27898.0,-1.799999999999999
泰州市,2017-12-31,0.0,-3378.0,11970.0,35794.0,5.700000000000001
泰州市,2018-12-31,7.0,5598.0,7731.0,-19511.0,1.0999999999999979
泰州市,2019-12-31,-6.0,-541.0,7686.0,-3867.0,-6.399999999999999
泰州市,2020-12-31,7.0,5423.0,4379.0,2585.0,3.599999999999998
泰州市,2021-12-31,15.0,4882.0,16333.0,33304.0,9.400000000000002
泰州市,2022-12-31,3.0,-5287.0,7496.0,-68864.0,-7.100000000000001
宿迁市,2006-12-31,-31.0,-19767.0,-131249.0,-109031.0,-19.099999999999998
宿迁市,2007-12-31,0.0,14.0,2323.0,2476.0,0.7999999999999999
宿迁市,2008-12-31,0.0,101.0,3027.0,2124.0,1.7000000000000002
宿迁市,2009-12-31,1.0,42.0,2380.0,1705.0,-1.3
宿迁市,2010-12-31,-1.0,195.0,5095.0,6908.0,0.4999999999999998
宿迁市,2011-12-31,0.0,322.0,5364.0,900.0,-0.5999999999999999
宿迁市,2012-12-31,0.0,983.0,4068.0,26223.0,-0.7
宿迁市,2013-12-31,2.0,2662.0,4475.0,5701.0,0.6000000000000001
宿迁市,2014-12-31,-2.0,-672.0,3387.0,15585.0,-0.6000000000000001
宿迁市,2015-12-31,1.0,1237.0,5729.0,-36641.0,0.0
宿迁市,2016-12-31,0.0,667.0,4572.0,15149.0,1.1
宿迁市,2017-12-31,1.0,-1276.0,4755.0,-8634.0,1.7999999999999998
宿迁市,2018-12-31,0.0,4079.0,2733.0,1330.0,-1.2999999999999998
宿迁市,2019-12-31,-2.0,-586.0,4367.0,6872.0,-2.2
宿迁市,2020-12-31,2.0,6114.0,3598.0,11022.0,0.6
宿迁市,2021-12-31,1.0,3108.0,11816.0,29653.0,5.0
宿迁市,2022-12-31,-3.0,-5066.0,5088.0,32371.0,-2.9
